64,765.0876,2030.4609,2080.9426,3350.0932
100,1203.6362,2200.7275,2682.3400,3534.6707
128,1396.8408,1819.1396,2820.7659,2933.1203
200,1471.7164,1910.4898,2453.1524,2969.5993
