64,15689.6478,862.0990,24873.1547,1059.8711
100,13235.1844,1228.8516,19250.5986,806.5729
128,12440.8110,1031.1283,18195.7409,816.6207
200,10741.3917,6050.4271,16520.3492,1773.6519
